0x004021b0:0x004021d0, __cxx_global_var_init
0x004973f0:0x00497426, _ZN21POVMS_MessageReceiverD2Ev
0x00497430:0x004974b0, _ZN21POVMS_MessageReceiver10RemoveNodeEPNS_11HandlerNodeE
0x004974b0:0x004974c2, _ZN21POVMS_MessageReceiverD0Ev
0x004974d0:0x0049751e, _ZN21POVMS_MessageReceiver6RemoveEjj
0x00497520:0x004976d7, _ZN21POVMS_MessageReceiver14ReceiveHandlerEP9POVMSDataS1_iPv
0x004976e0:0x0049771c, _ZN12POVMS_ObjectD2Ev
0x00497720:0x004977be, _ZN21POVMS_MessageReceiver12AddNodeFrontEjjPNS_9HandlerOOEPNS_7HandlerE
0x004977c0:0x00497887, _ZN21POVMS_MessageReceiver11AddNodeBackEjjPNS_9HandlerOOEPNS_7HandlerE
0x00497890:0x004978db, _Z17POVMS_SendMessagePvR13POVMS_MessagePS0_i
0x004978e0:0x004978f2, _ZN13POVMS_MessageD0Ev
0x00497900:0x00497910, _ZN8pov_base14ProcessOptionsC2EPNS0_16INI_Parser_TableEPNS0_16Cmd_Parser_TableE
0x00497910:0x00497911, _ZN8pov_base14ProcessOptionsD2Ev
0x00497920:0x00497c6c, _ZN8pov_base14ProcessOptions9ParseFileEPKcP9POVMSData
0x00497c70:0x00497d2d, _ZN8pov_base14ProcessOptions23Parse_INI_SpecificationEPKcRPcS4_
0x00497d30:0x00497dc9, _ZN8pov_base14ProcessOptions20Parse_INI_Skip_SpaceEPNS_11ITextStreamEb
0x00497dd0:0x00497f1e, _ZN8pov_base14ProcessOptions16Parse_INI_StringEPNS_11ITextStreamEib
0x00497f20:0x00497f91, _ZN8pov_base14ProcessOptions19Parse_INI_Skip_LineEPNS_11ITextStreamE
0x00497fa0:0x0049813f, _ZN8pov_base14ProcessOptions16Parse_INI_SwitchEPNS_11ITextStreamEiP9POVMSData
0x00498140:0x0049834d, _ZN8pov_base14ProcessOptions16Parse_INI_OptionEPNS_11ITextStreamEP9POVMSData
0x00498350:0x004984b7, _ZN8pov_base14ProcessOptions11ParseStringEPKcP9POVMSDatab
0x004984c0:0x004984e8, _ZN8pov_base14ProcessOptions19Parse_CL_Skip_SpaceERPKc
0x004984f0:0x0049871c, _ZN8pov_base14ProcessOptions15Parse_CL_SwitchERPKciP9POVMSDatab
0x00498720:0x0049880b, _ZN8pov_base14ProcessOptions15Parse_CL_OptionERPKcP9POVMSDatab
0x00498810:0x004988f7, _ZN8pov_base14ProcessOptions15Parse_CL_StringERPKci
0x00498900:0x0049895b, _ZN8pov_base14ProcessOptions9WriteFileEPNS_11OTextStreamEP9POVMSData
0x00498960:0x00498b2e, _ZN8pov_base14ProcessOptions17Output_INI_OptionEPNS0_16INI_Parser_TableEP9POVMSDataPNS_11OTextStreamE
0x00498b30:0x00498b6f, _ZN8pov_base14ProcessOptions9WriteFileEPKcP9POVMSData
0x00498b70:0x00498b73, _ZN8pov_base14ProcessOptions24ReadSpecialOptionHandlerEPNS0_16INI_Parser_TableEPcP9POVMSData
0x00498b80:0x00498b83, _ZN8pov_base14ProcessOptions24ReadSpecialSwitchHandlerEPNS0_16Cmd_Parser_TableEPcP9POVMSDatab
0x00498b90:0x00498b93, _ZN8pov_base14ProcessOptions25WriteSpecialOptionHandlerEPNS0_16INI_Parser_TableEP9POVMSDataPNS_11OTextStreamE
0x00498ba0:0x00498ba3, _ZN8pov_base14ProcessOptions17WriteOptionFilterEPNS0_16INI_Parser_TableE
0x00498bb0:0x00498bb3, _ZN8pov_base14ProcessOptions20ProcessUnknownSwitchEPcS1_P9POVMSData
0x00498bc0:0x00498bc3, _ZN8pov_base14ProcessOptions20ProcessUnknownStringEPcP9POVMSData
0x00498bd0:0x00498c91, _ZN8pov_base14ProcessOptions10ParseErrorEPKcz
0x00498ca0:0x00498d87, _ZN8pov_base14ProcessOptions12ParseErrorAtEPNS_11ITextStreamEPKcz
0x00498d90:0x00498e51, _ZN8pov_base14ProcessOptions10WriteErrorEPKcz
0x00498e60:0x00498fa0, _ZN8pov_base14ProcessOptions18Process_INI_OptionEPNS0_16INI_Parser_TableEPcP9POVMSData
0x00498fa0:0x0049910e, _ZN8pov_base14ProcessOptions14Process_SwitchEPNS0_16Cmd_Parser_TableEPcP9POVMSDatab
0x00499110:0x00499239, _ZN8pov_base14ProcessOptions26Parse_INI_String_SmartmodeEPNS_11ITextStreamE
0x00499240:0x00499286, _ZN8pov_base14ProcessOptions6IsTrueEPKc
0x00499290:0x004992ce, _ZN8pov_base14ProcessOptions7MatchesEPKcS2_
0x004992d0:0x00499319, _ZN8pov_base14ProcessOptions7IsFalseEPKc
0x00499320:0x00499327, _ZN8pov_base11ITextStream4lineEv
0x00499330:0x004993b5, _ZN8pov_base11pov_stricmpEPKcS1_
0x004993c0:0x0049946d, _ZN8pov_base12pov_tsprintfEPKcz
0x00499470:0x00499553, _ZN8pov_base11ITextStreamC2EPKcj
0x00499560:0x0049960f, _ZN8pov_base11ITextStream12RefillBufferEv
0x00499610:0x004996da, _ZN8pov_base11ITextStreamC2EPKcPNS_7IStreamE
0x004996e0:0x00499720, _ZN8pov_base11ITextStreamD2Ev
0x00499720:0x00499732, _ZN8pov_base11ITextStreamD0Ev
0x00499740:0x0049980b, _ZN8pov_base11ITextStream7getcharEv
0x00499810:0x00499823, _ZN8pov_base11ITextStream9ungetcharEi
0x00499830:0x00499858, _ZN8pov_base11ITextStream3eofEv
0x00499860:0x00499900, _ZN8pov_base11ITextStream5seekgENS0_7FilePosE
0x00499900:0x0049992b, _ZN8pov_base11ITextStream5tellgEv
0x00499930:0x004999b6, _ZN8pov_base11OTextStreamC2EPKcjb
0x004999c0:0x00499a25, _ZN8pov_base11OTextStreamC2EPKcPNS_7OStreamE
0x00499a30:0x00499a6a, _ZN8pov_base11OTextStreamD2Ev
0x00499a70:0x00499a82, _ZN8pov_base11OTextStreamD0Ev
0x00499a90:0x00499a9d, _ZN8pov_base11OTextStream7putcharEi
0x00499aa0:0x00499b69, _ZN8pov_base11OTextStream6printfEPKcz
0x00499b70:0x00499b7b, _ZNK8pov_base6IOBasecvPvEv
0x00499b80:0x00499b8e, _ZSt3minImERKT_S2_S2_
0x00499b90:0x00499bda, _ZN8pov_base16TextStreamBufferC2Emj
0x00499be0:0x00499c14, _ZN8pov_base16TextStreamBufferD2Ev
0x00499c20:0x00499c32, _ZN8pov_base16TextStreamBufferD0Ev
0x00499c40:0x00499d25, _ZN8pov_base16TextStreamBuffer6printfEPKcz
0x00499d30:0x00499eb9, _ZN8pov_base16TextStreamBuffer11directflushEPKcj
0x00499ec0:0x0049a02d, _ZN8pov_base16TextStreamBuffer9lineflushEv
0x0049a030:0x0049a042, _ZN8pov_base16TextStreamBuffer5printEPKc
0x0049a050:0x0049a062, _ZN8pov_base16TextStreamBuffer4putsEPKc
0x0049a070:0x0049a080, _ZN8pov_base16TextStreamBuffer4putcEi
0x0049a080:0x0049a0e0, _ZN8pov_base16TextStreamBuffer9printfileEPKcmi
0x0049a0e0:0x0049a2de, _ZN8pov_base16TextStreamBuffer9printfileEP8_IO_FILEi
0x0049a2e0:0x0049a329, _ZN8pov_base16TextStreamBuffer5flushEv
0x0049a330:0x0049a368, _ZN8pov_base16TextStreamBuffer10lineoutputEPKcj
0x0049a370:0x0049a371, _ZN8pov_base16TextStreamBuffer12directoutputEPKcj
0x0049a380:0x0049a381, _ZN8pov_base16TextStreamBuffer9rawoutputEPKcj
0x0049a390:0x0049a3a2, _ZN8pov_base19DefaultPlatformBaseC2Ev
0x0049a3b0:0x0049a3b5, _ZN8pov_base19DefaultPlatformBaseD2Ev
0x0049a3c0:0x0049a3d2, _ZN8pov_base19DefaultPlatformBaseD0Ev
0x0049a3e0:0x0049a419, _ZN8pov_base19DefaultPlatformBase13CreateIStreamEj
0x0049a420:0x0049a459, _ZN8pov_base19DefaultPlatformBase13CreateOStreamEj
0x0049a460:0x0049a46f, _ZN8pov_base12PlatformBaseC2Ev
0x0049a470:0x0049a471, _ZN8pov_base12PlatformBaseD2Ev
0x0049a480:0x0049a482, _ZN8pov_base12PlatformBaseD0Ev
0x0049a490:0x0049a4c8, _ZN12pov_frontend21DefaultRenderFrontendC2EPvS1_
0x0049a4d0:0x0049a4e9, _ZN12pov_frontend21DefaultRenderFrontendD2Ev
0x0049a4f0:0x0049a502, _ZN12pov_frontend21DefaultRenderFrontendD0Ev
0x0049a510:0x0049a5da, _ZN12pov_frontend21DefaultRenderFrontend12BannerPrintfEPKcz
0x0049a5e0:0x0049a5e7, _ZN12pov_frontend21DefaultRenderFrontend11BannerFlushEv
0x0049a5f0:0x0049a619, _ZN12pov_frontend21DefaultRenderFrontend16PrintHelpScreensEv
0x0049a620:0x0049ac61, _ZN12pov_frontend21DefaultRenderFrontend10PrintUsageEi
0x0049ac70:0x0049ada8, _ZN12pov_frontend21DefaultRenderFrontend11OpenStreamsEb
0x0049adb0:0x0049ae05, _ZN12pov_frontend21DefaultRenderFrontend12CloseStreamsEv
0x0049ae10:0x0049ae51, _ZN12pov_frontend21DefaultRenderFrontend19DefaultStreamBufferC2EPN8pov_base7OStreamEbb
0x0049ae60:0x0049ae83, _ZN12pov_frontend21DefaultRenderFrontend19DefaultStreamBufferD2Ev
0x0049ae90:0x0049aea2, _ZN12pov_frontend21DefaultRenderFrontend19DefaultStreamBufferD0Ev
0x0049aeb0:0x0049aef3, _ZN12pov_frontend21DefaultRenderFrontend19DefaultStreamBuffer10lineoutputEPKcj
0x0049af00:0x0049af66, _ZN12pov_frontend21DefaultRenderFrontend19DefaultStreamBuffer12directoutputEPKcj
0x0049af70:0x0049b14d, _ZN12pov_frontend13MessageOutputC2EPv
0x0049b150:0x0049b594, _ZN12pov_frontend13MessageOutput8InitInfoEP9POVMSDataS2_i
0x0049b5a0:0x0049c08f, _ZN12pov_frontend13MessageOutput13RenderOptionsEP9POVMSDataS2_i
0x0049c090:0x0049c504, _ZN12pov_frontend13MessageOutput13RenderStartedEP9POVMSDataS2_i
0x0049c510:0x0049c7ed, _ZN12pov_frontend13MessageOutput15FrameStatisticsEP9POVMSDataS2_i
0x0049c7f0:0x0049c921, _ZN12pov_frontend13MessageOutput15ParseStatisticsEP9POVMSDataS2_i
0x0049c930:0x0049d23a, _ZN12pov_frontend13MessageOutput16RenderStatisticsEP9POVMSDataS2_i
0x0049d240:0x0049d241, _ZN12pov_frontend13MessageOutput10RenderDoneEP9POVMSDataS2_i
0x0049d250:0x0049d640, _ZN12pov_frontend13MessageOutput8ProgressEP9POVMSDataS2_i
0x0049d640:0x0049d678, _ZN12pov_frontend13MessageOutput7WarningEP9POVMSDataS2_i
0x0049d680:0x0049d6b8, _ZN12pov_frontend13MessageOutput5ErrorEP9POVMSDataS2_i
0x0049d6c0:0x0049d6f8, _ZN12pov_frontend13MessageOutput10FatalErrorEP9POVMSDataS2_i
0x0049d700:0x0049d783, _ZN12pov_frontend13MessageOutput9DebugInfoEP9POVMSDataS2_i
0x0049d790:0x0049d7b5, _ZN12pov_frontend13MessageOutputD2Ev
0x0049d7c0:0x0049d7c2, _ZN12pov_frontend13MessageOutputD0Ev
0x0049d7d0:0x0049d82a, _ZN12pov_frontend13MessageOutput9PrintfileEiPKcmi
0x0049d830:0x0049d909, _ZN12pov_frontend13MessageOutput6PrintfEiPKcz
0x0049d910:0x0049d937, _ZN12pov_frontend13MessageOutput5FlushEi
0x0049d940:0x0049d985, _ZN12pov_frontend13MessageOutput21GetOptionSwitchStringEP9POVMSDatajb
0x0049d990:0x0049db0c, _ZN12pov_frontend13MessageOutput11FileMessageEiP9POVMSData
0x0049db10:0x0049db6e, _ZN21POVMS_MessageReceiver12InstallFrontIN12pov_frontend13MessageOutputEEEvjjPT_NS_13MemberHandlerIS3_E16MemberHandlerPtrE
0x0049db70:0x0049dbce, _ZN21POVMS_MessageReceiver11InstallBackIN12pov_frontend13MessageOutputEEEvjjPT_NS_13MemberHandlerIS3_E16MemberHandlerPtrE
0x0049dbd0:0x0049dc08, _ZN21POVMS_MessageReceiver13MemberHandlerIN12pov_frontend13MessageOutputEEC2EPS2_MS2_FvP9POVMSDataS6_iE
0x0049dc10:0x0049dc18, _ZN21POVMS_MessageReceiver7HandlerC2Ev
0x0049dc20:0x0049dc6b, _ZN21POVMS_MessageReceiver13MemberHandlerIN12pov_frontend13MessageOutputEE4CallEP9POVMSDataS5_i
0x0049dc70:0x0049dc82, _ZN21POVMS_MessageReceiver13MemberHandlerIN12pov_frontend13MessageOutputEED0Ev
0x0049dc90:0x0049dc91, _ZN21POVMS_MessageReceiver7HandlerD2Ev
0x0049dca0:0x0049dca2, _ZN21POVMS_MessageReceiver7HandlerD0Ev
0x0049dcb0:0x0049dccc, _ZN12pov_frontend20ProcessRenderOptionsC2Ev
0x0049dcd0:0x0049dcd5, _ZN12pov_frontend20ProcessRenderOptionsD2Ev
0x0049dce0:0x0049e200, _ZN12pov_frontend20ProcessRenderOptions24ReadSpecialOptionHandlerEPN8pov_base14ProcessOptions16INI_Parser_TableEPcP9POVMSData
0x0049e200:0x0049e553, _ZN12pov_frontend20ProcessRenderOptions24ReadSpecialSwitchHandlerEPN8pov_base14ProcessOptions16Cmd_Parser_TableEPcP9POVMSDatab
0x0049e560:0x0049ea6d, _ZN12pov_frontend20ProcessRenderOptions25WriteSpecialOptionHandlerEPN8pov_base14ProcessOptions16INI_Parser_TableEP9POVMSDataPNS1_11OTextStreamE
0x0049ea70:0x0049ea85, _ZN12pov_frontend20ProcessRenderOptions17WriteOptionFilterEPN8pov_base14ProcessOptions16INI_Parser_TableE
0x0049ea90:0x0049ecae, _ZN12pov_frontend20ProcessRenderOptions20ProcessUnknownStringEPcP9POVMSData
0x0049ecb0:0x0049ecd2, _ZN12pov_frontend20ProcessRenderOptions15OpenFileForReadEPKcP9POVMSData
0x0049ece0:0x0049f0bc, _ZN12pov_frontend20ProcessRenderOptions17OpenINIFileStreamEPKcjPcP9POVMSData
0x0049f0c0:0x0049f104, _ZN12pov_frontend20ProcessRenderOptions16OpenFileForWriteEPKcP9POVMSData
0x0049f110:0x0049f115, _ZSt6strchrPci
0x0049f120:0x0049f1b1, _ZN12pov_frontend14RenderFrontendC2EPvS1_
0x0049f1c0:0x0049f1cb, _ZN12pov_frontend14RenderFrontend13RenderStartedER13POVMS_MessageS2_i
0x0049f1d0:0x0049f1db, _ZN12pov_frontend14RenderFrontend10RenderDoneER13POVMS_MessageS2_i
0x0049f1e0:0x0049f1f6, _ZN12pov_frontend14RenderFrontendD2Ev
0x0049f200:0x0049f202, _ZN12pov_frontend14RenderFrontendD0Ev
0x0049f210:0x0049f324, _ZN12pov_frontend14RenderFrontend11StartRenderER12POVMS_Object
0x0049f330:0x0049f3ce, _ZN12pov_frontend14RenderFrontend10StopRenderEv
0x0049f3d0:0x0049f42f, _ZN21POVMS_MessageReceiver12InstallFrontIN12pov_frontend14RenderFrontendEEEvjjPT_NS_15MemberHandlerOOIS3_E16MemberHandlerPtrE
0x0049f430:0x0049f48f, _ZN21POVMS_MessageReceiver11InstallBackIN12pov_frontend14RenderFrontendEEEvjjPT_NS_15MemberHandlerOOIS3_E16MemberHandlerPtrE
0x0049f490:0x0049f4c8, _ZN21POVMS_MessageReceiver15MemberHandlerOOIN12pov_frontend14RenderFrontendEEC2EPS2_MS2_FvR13POVMS_MessageS6_iE
0x0049f4d0:0x0049f4d8, _ZN21POVMS_MessageReceiver9HandlerOOC2Ev
0x0049f4e0:0x0049f52b, _ZN21POVMS_MessageReceiver15MemberHandlerOOIN12pov_frontend14RenderFrontendEE4CallER13POVMS_MessageS5_i
0x0049f530:0x0049f531, _ZN21POVMS_MessageReceiver9HandlerOOD2Ev
0x0049f540:0x0049f552, _ZN21POVMS_MessageReceiver15MemberHandlerOOIN12pov_frontend14RenderFrontendEED0Ev
0x0049f560:0x0049f562, _ZN21POVMS_MessageReceiver9HandlerOOD0Ev
0x0049f570:0x0049fb4a, spec_qsort
0x0049fb50:0x0049fbef, swapfunc
0x0049fbf0:0x0049fc50, med3
0x0049fc50:0x0049fcb5, __libc_csu_init
0x0049fcc0:0x0049fcc2, __libc_csu_fini
