0x00403180:0x004031a8, __cxx_global_var_init
0x005abbc0:0x005abbf0, _ZN11xalanc_1_1028XPathExecutionContextDefault11extFunctionERKNS_14XalanDOMStringES3_PNS_9XalanNodeERKNS_11XalanVectorINS_10XObjectPtrENS_31MemoryManagedConstructionTraitsIS7_EEEEPKN11xercesc_2_77LocatorE
0x005abbf0:0x005abbfd, _ZNK11xalanc_1_1028XPathExecutionContextDefault8parseXMLERN11xercesc_2_713MemoryManagerERKNS_14XalanDOMStringES6_
0x005abc00:0x005abc0c, _ZN11xalanc_1_1028XPathExecutionContextDefault24borrowMutableNodeRefListEv
0x005abc10:0x005abc1c, _ZN11xalanc_1_1028XPathExecutionContextDefault24returnMutableNodeRefListEPNS_18MutableNodeRefListE
0x005abc20:0x005abc28, _ZNK11xalanc_1_1028XPathExecutionContextDefault24createMutableNodeRefListERN11xercesc_2_713MemoryManagerE
0x005abc30:0x005abc3f, _ZN11xalanc_1_1028XPathExecutionContextDefault15getCachedStringEv
0x005abc40:0x005abc4c, _ZN11xalanc_1_1028XPathExecutionContextDefault19releaseCachedStringERNS_14XalanDOMStringE
0x005abc50:0x005abc51, _ZN11xalanc_1_1028XPathExecutionContextDefault15getNodeSetByKeyEPNS_13XalanDocumentERKNS_10XalanQNameERKNS_14XalanDOMStringERNS_18MutableNodeRefListE
0x005abc60:0x005abc61, _ZN11xalanc_1_1028XPathExecutionContextDefault15getNodeSetByKeyEPNS_13XalanDocumentERKNS_14XalanDOMStringES5_PKN11xercesc_2_77LocatorERNS_18MutableNodeRefListE
0x005abc70:0x005abca4, _ZN11xalanc_1_1028XPathExecutionContextDefault11getVariableERKNS_10XalanQNameEPKN11xercesc_2_77LocatorE
0x005abcb0:0x005abcb5, _ZNK11xalanc_1_1028XPathExecutionContextDefault17getPrefixResolverEv
0x005abcc0:0x005abcc5, _ZN11xalanc_1_1028XPathExecutionContextDefault17setPrefixResolverEPKNS_14PrefixResolverE
0x005abcd0:0x005abcdd, _ZNK11xalanc_1_1028XPathExecutionContextDefault21getNamespaceForPrefixERKNS_14XalanDOMStringE
0x005abce0:0x005abced, _ZNK11xalanc_1_1028XPathExecutionContextDefault14findURIFromDocEPKNS_13XalanDocumentE
0x005abcf0:0x005abcfd, _ZNK11xalanc_1_1028XPathExecutionContextDefault20getUnparsedEntityURIERKNS_14XalanDOMStringERKNS_13XalanDocumentE
0x005abd00:0x005abd03, _ZN11xalanc_1_1028XPathExecutionContextDefault21shouldStripSourceNodeERKNS_9XalanTextE
0x005abd10:0x005abe67, _ZNK11xalanc_1_1028XPathExecutionContextDefault5errorERKNS_14XalanDOMStringEPKNS_9XalanNodeEPKN11xercesc_2_77LocatorE
0x005abe70:0x005abfc7, _ZNK11xalanc_1_1028XPathExecutionContextDefault4warnERKNS_14XalanDOMStringEPKNS_9XalanNodeEPKN11xercesc_2_77LocatorE
0x005abfd0:0x005ac124, _ZNK11xalanc_1_1028XPathExecutionContextDefault7messageERKNS_14XalanDOMStringEPKNS_9XalanNodeEPKN11xercesc_2_77LocatorE
0x005ac130:0x005ac13d, _ZNK11xalanc_1_1028XPathExecutionContextDefault17getSourceDocumentERKNS_14XalanDOMStringE
0x005ac140:0x005ac14d, _ZN11xalanc_1_1028XPathExecutionContextDefault17setSourceDocumentERKNS_14XalanDOMStringEPNS_13XalanDocumentE
0x005ac150:0x005ac167, _ZN11xalanc_1_1028XPathExecutionContextDefault12formatNumberEdRKNS_14XalanDOMStringERS1_PKNS_9XalanNodeEPKN11xercesc_2_77LocatorE
0x005ac170:0x005ac17e, _ZN11xalanc_1_1028XPathExecutionContextDefault12formatNumberEdRKNS_14XalanDOMStringES3_RS1_PKNS_9XalanNodeEPKN11xercesc_2_77LocatorE
0x005ac180:0x005ac2c4, _ZN11xalanc_1_1028XPathExecutionContextDefault14doFormatNumberEdRKNS_14XalanDOMStringEPKNS_25XalanDecimalFormatSymbolsERS1_PKNS_9XalanNodeEPKN11xercesc_2_77LocatorE
0x005ac2d0:0x005ac2d5, _ZN11xalanc_1_1014XObjectFactory16getMemoryManagerEv
0x005ac2e0:0x005ac314, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEEC2ERN11xercesc_2_713MemoryManagerEm
0x005ac320:0x005ac36a, _ZN11xalanc_1_1016XalanObjectCacheINS_18MutableNodeRefListENS_31DefaultCacheCreateFunctorMemMgrIS1_EENS_13DeleteFunctorIS1_EENS_22ClearCacheResetFunctorIS1_EEEC2ERN11xercesc_2_713MemoryManagerEj
0x005ac370:0x005ac37f, _ZN11xalanc_1_1028XPathExecutionContextDefault28ContextNodeListPositionCacheC2Ev
0x005ac380:0x005ac3a9, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE9push_backERKS3_
0x005ac3b0:0x005ac403, _ZN11xalanc_1_1016XalanObjectCacheINS_18MutableNodeRefListENS_31DefaultCacheCreateFunctorMemMgrIS1_EENS_13DeleteFunctorIS1_EENS_22ClearCacheResetFunctorIS1_EEED2Ev
0x005ac410:0x005ac45d, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEED2Ev
0x005ac460:0x005ac465, _ZN11xalanc_1_1018XalanMemMgrAutoPtrINS_28XPathExecutionContextDefaultELb0EEC2ERN11xercesc_2_713MemoryManagerEPS1_
0x005ac470:0x005ac475, _ZNK11xalanc_1_1018XalanMemMgrAutoPtrINS_28XPathExecutionContextDefaultELb0EE3getEv
0x005ac480:0x005ac4a2, _ZN11xalanc_1_1018XalanMemMgrAutoPtrINS_28XPathExecutionContextDefaultELb0EE7releaseEv
0x005ac4b0:0x005ac4c0, _ZN11xalanc_1_1018XalanMemMgrAutoPtrINS_28XPathExecutionContextDefaultELb0EED2Ev
0x005ac4c0:0x005ac4e3, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE5clearEv
0x005ac4f0:0x005ac4f1, _ZN11xalanc_1_1016XalanObjectCacheINS_18MutableNodeRefListENS_31DefaultCacheCreateFunctorMemMgrIS1_EENS_13DeleteFunctorIS1_EENS_22ClearCacheResetFunctorIS1_EEE5resetEv
0x005ac500:0x005ac50e, _ZN11xalanc_1_1028XPathExecutionContextDefault28ContextNodeListPositionCache5clearEv
0x005ac510:0x005ac521, _ZNK11xalanc_1_1011XalanVectorIPNS_9XalanNodeENS_31MemoryManagedConstructionTraitsIS2_EEE4backEv
0x005ac530:0x005ac55f, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE8pop_backEv
0x005ac560:0x005ac571, _ZNK11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE4backEv
0x005ac580:0x005ac5cf, _ZN11xalanc_1_1016XalanObjectCacheINS_18MutableNodeRefListENS_31DefaultCacheCreateFunctorMemMgrIS1_EENS_13DeleteFunctorIS1_EENS_22ClearCacheResetFunctorIS1_EEE3getEv
0x005ac5d0:0x005ac5ff, _ZN11xalanc_1_1016XalanObjectCacheINS_18MutableNodeRefListENS_31DefaultCacheCreateFunctorMemMgrIS1_EENS_13DeleteFunctorIS1_EENS_22ClearCacheResetFunctorIS1_EEE7releaseEPS1_
0x005ac600:0x005ac608, _ZNK11xalanc_1_1025XalanDecimalFormatSymbols12getMinusSignEv
0x005ac610:0x005ac620, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE8allocateEm
0x005ac620:0x005ac621, _ZNK11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE10invariantsEv
0x005ac630:0x005ac659, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE7destroyEPS3_S7_
0x005ac660:0x005ac66f, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE5beginEv
0x005ac670:0x005ac682, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE3endEv
0x005ac690:0x005ac69c, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE10deallocateEPS3_
0x005ac6a0:0x005ac6a1, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE7destroyERS3_
0x005ac6b0:0x005ac6bd, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE10endPointerEv
0x005ac6c0:0x005ac7b5, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE10doPushBackERKS3_
0x005ac7c0:0x005ac7ca, _ZN11xalanc_1_1028ConstructWithNoMemoryManagerIPKNS_15NodeRefListBaseEE9constructEPS3_RKS3_RN11xercesc_2_713MemoryManagerE
0x005ac7d0:0x005ac8ae, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEEC2ERKS6_RN11xercesc_2_713MemoryManagerEm
0x005ac8b0:0x005ac8f8, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE4swapERS6_
0x005ac900:0x005ac90b, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE9local_maxEmm
0x005ac910:0x005acb60, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE6insertEPS3_PKS3_S9_
0x005acb60:0x005acb6f, _ZNK11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE5beginEv
0x005acb70:0x005acb82, _ZNK11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE3endEv
0x005acb90:0x005acb9b, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE14local_distanceEPKS3_S8_
0x005acba0:0x005acbaf, _ZNK11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE4sizeEv
0x005acbb0:0x005acbde, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE14ensureCapacityEm
0x005acbe0:0x005acbef, _ZNK11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE8capacityEv
0x005acbf0:0x005acc1e, _ZSt4copyIPKPKN11xalanc_1_1015NodeRefListBaseEPS3_ET0_T_S8_S7_
0x005acc20:0x005acc4e, _ZSt13copy_backwardIPPKN11xalanc_1_1015NodeRefListBaseES4_ET0_T_S6_S5_
0x005acc50:0x005acc79, _ZSt8distanceIPKPKN11xalanc_1_1015NodeRefListBaseEENSt15iterator_traitsIT_E15difference_typeES7_S7_
0x005acc80:0x005acc8b, _ZSt10__distanceIPKPKN11xalanc_1_1015NodeRefListBaseEENSt15iterator_traitsIT_E15difference_typeES7_S7_St26random_access_iterator_tag
0x005acc90:0x005acc91, _ZSt19__iterator_categoryIPKPKN11xalanc_1_1015NodeRefListBaseEENSt15iterator_traitsIT_E17iterator_categoryERKS7_
0x005acca0:0x005acced, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE9doReserveEm
0x005accf0:0x005acd29, _ZSt14__copy_move_a2ILb0EPKPKN11xalanc_1_1015NodeRefListBaseEPS3_ET1_T0_S8_S7_
0x005acd30:0x005acd35, _ZSt12__miter_baseIPKPKN11xalanc_1_1015NodeRefListBaseEENSt11_Miter_baseIT_E13iterator_typeES7_
0x005acd40:0x005acd45, _ZSt13__copy_move_aILb0EPKPKN11xalanc_1_1015NodeRefListBaseEPS3_ET1_T0_S8_S7_
0x005acd50:0x005acd55, _ZSt12__niter_baseIPKPKN11xalanc_1_1015NodeRefListBaseEENSt11_Niter_baseIT_E13iterator_typeES7_
0x005acd60:0x005acd65, _ZSt12__niter_baseIPPKN11xalanc_1_1015NodeRefListBaseEENSt11_Niter_baseIT_E13iterator_typeES6_
0x005acd70:0x005acda6, _ZNSt11__copy_moveILb0ELb1ESt26random_access_iterator_tagE8__copy_mIPKN11xalanc_1_1015NodeRefListBaseEEEPT_PKS7_SA_S8_
0x005acdb0:0x005acdb4, _ZNSt10_Iter_baseIPKPKN11xalanc_1_1015NodeRefListBaseELb0EE7_S_baseES5_
0x005acdc0:0x005acdc4, _ZNSt10_Iter_baseIPPKN11xalanc_1_1015NodeRefListBaseELb0EE7_S_baseES4_
0x005acdd0:0x005ace09, _ZSt23__copy_move_backward_a2ILb0EPPKN11xalanc_1_1015NodeRefListBaseES4_ET1_T0_S6_S5_
0x005ace10:0x005ace15, _ZSt12__miter_baseIPPKN11xalanc_1_1015NodeRefListBaseEENSt11_Miter_baseIT_E13iterator_typeES6_
0x005ace20:0x005ace25, _ZSt22__copy_move_backward_aILb0EPPKN11xalanc_1_1015NodeRefListBaseES4_ET1_T0_S6_S5_
0x005ace30:0x005ace77, _ZNSt20__copy_move_backwardILb0ELb1ESt26random_access_iterator_tagE13__copy_move_bIPKN11xalanc_1_1015NodeRefListBaseEEEPT_PKS7_SA_S8_
0x005ace80:0x005ace8d, _ZNK11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE10endPointerEv
0x005ace90:0x005acebc, _ZN11xalanc_1_1018XalanMemMgrAutoPtrINS_28XPathExecutionContextDefaultELb0EE17MemMgrAutoPtrDataC2EPN11xercesc_2_713MemoryManagerEPS1_
0x005acec0:0x005acec1, _ZNK11xalanc_1_1018XalanMemMgrAutoPtrINS_28XPathExecutionContextDefaultELb0EE17MemMgrAutoPtrData10invariantsEv
0x005aced0:0x005acef8, _ZN11xalanc_1_1018XalanMemMgrAutoPtrINS_28XPathExecutionContextDefaultELb0EE17MemMgrAutoPtrData10deallocateEv
0x005acf00:0x005acf12, _ZNK11xalanc_1_1018XalanMemMgrAutoPtrINS_28XPathExecutionContextDefaultELb0EE17MemMgrAutoPtrData12isInitilizedEv
0x005acf20:0x005acf47, _ZN11xalanc_1_1018XalanMemMgrAutoPtrINS_28XPathExecutionContextDefaultELb0EE17MemMgrAutoPtrData5resetEPN11xercesc_2_713MemoryManagerEPS1_
0x005acf50:0x005acf76, _ZN11xalanc_1_1011XalanVectorIPKNS_15NodeRefListBaseENS_31MemoryManagedConstructionTraitsIS3_EEE12shrinkToSizeEm
0x005acf80:0x005acf93, _ZNK11xalanc_1_1011XalanVectorIPNS_18MutableNodeRefListENS_31MemoryManagedConstructionTraitsIS2_EEE5emptyEv
0x005acfa0:0x005acfb1, _ZN11xalanc_1_1011XalanVectorIPNS_18MutableNodeRefListENS_31MemoryManagedConstructionTraitsIS2_EEE4backEv
0x005acfc0:0x005acfef, _ZN11xalanc_1_1011XalanVectorIPNS_18MutableNodeRefListENS_31MemoryManagedConstructionTraitsIS2_EEE8pop_backEv
0x005acff0:0x005acff8, _ZNK11xalanc_1_1022ClearCacheResetFunctorINS_18MutableNodeRefListEEclEPS1_
0x005ad000:0x005ad012, _ZN11xalanc_1_1015XPathExpression24XPathExpressionExceptionC2ERKNS_14XalanDOMStringERN11xercesc_2_713MemoryManagerE
0x005ad020:0x005ad025, _ZN11xalanc_1_1015XPathExpression29InvalidArgumentCountExceptionD2Ev
0x005ad030:0x005ad042, _ZN11xalanc_1_1015XPathExpression24XPathExpressionExceptionD0Ev
0x005ad050:0x005ad08b, _ZN11xalanc_1_1015XPathExpression22InvalidOpCodeExceptionC2EiRNS_14XalanDOMStringE
0x005ad090:0x005ad100, _ZN11xalanc_1_1015XPathExpression22InvalidOpCodeException18FormatErrorMessageEiRNS_14XalanDOMStringE
0x005ad100:0x005ad112, _ZN11xalanc_1_1015XPathExpression22InvalidOpCodeExceptionD0Ev
0x005ad120:0x005ad15f, _ZN11xalanc_1_1015XPathExpression29InvalidArgumentCountExceptionC2EiiiRNS_14XalanDOMStringE
0x005ad160:0x005ad263, _ZN11xalanc_1_1015XPathExpression29InvalidArgumentCountException18FormatErrorMessageEiiiRNS_14XalanDOMStringE
0x005ad270:0x005ad282, _ZN11xalanc_1_1015XPathExpression29InvalidArgumentCountExceptionD0Ev
0x005ad290:0x005ad2cd, _ZN11xalanc_1_1015XPathExpression24InvalidArgumentExceptionC2EiiRNS_14XalanDOMStringE
0x005ad2d0:0x005ad384, _ZN11xalanc_1_1015XPathExpression24InvalidArgumentException18FormatErrorMessageEiiRNS_14XalanDOMStringE
0x005ad390:0x005ad3a2, _ZN11xalanc_1_1015XPathExpression24InvalidArgumentExceptionD0Ev
0x005ad3b0:0x005ad450, _ZN11xalanc_1_1015XPathExpressionC2ERN11xercesc_2_713MemoryManagerE
0x005ad450:0x005ad4a2, _ZN11xalanc_1_1015XPathExpressionD2Ev
0x005ad4b0:0x005ad4c6, _ZN11xalanc_1_1015XPathExpression5resetEv
0x005ad4d0:0x005ad527, _ZN11xalanc_1_1015XPathExpression6shrinkEv
0x005ad530:0x005ad5c1, _ZNK11xalanc_1_1015XPathExpression24getOpCodeLengthFromOpMapEPKiRN11xercesc_2_713MemoryManagerE
0x005ad5d0:0x005ad6c7, _ZNK11xalanc_1_1015XPathExpression24getOpCodeLengthFromOpMapEiRN11xercesc_2_713MemoryManagerE
0x005ad6d0:0x005ad869, _ZN11xalanc_1_1015XPathExpression13setOpCodeArgsENS0_8eOpCodesEiRKNS_11XalanVectorIiNS_31MemoryManagedConstructionTraitsIiEEEE
0x005ad8b0:0x005ad9c7, _ZN11xalanc_1_1015XPathExpression12appendOpCodeENS0_8eOpCodesE
0x005ad9d0:0x005ada9b, _ZN11xalanc_1_1015XPathExpression13replaceOpCodeEiNS0_8eOpCodesES1_
0x005adaa0:0x005adb84, _ZN11xalanc_1_1015XPathExpression12insertOpCodeENS0_8eOpCodesEi
0x005adb90:0x005adcc6, _ZN11xalanc_1_1015XPathExpression25updateShiftedOpCodeLengthEiii
0x005adcd0:0x005add88, _ZN11xalanc_1_1015XPathExpression18updateOpCodeLengthEii
0x005add90:0x005addab, _ZN11xalanc_1_1015XPathExpression16isNodeTestOpCodeEi
0x005addb0:0x005ade6c, _ZN11xalanc_1_1015XPathExpression31updateOpCodeLengthAfterNodeTestEi
0x005ade70:0x005adef2, _ZNK11xalanc_1_1015XPathExpression13dumpOpCodeMapERNS_11PrintWriterEi
0x005adf00:0x005adf71, _ZNK11xalanc_1_1015XPathExpression13dumpOpCodeMapERSoi
0x005adf80:0x005adff6, _ZNK11xalanc_1_1015XPathExpression14dumpTokenQueueERSoi
0x005ae000:0x005ae0a3, _ZNK11xalanc_1_1015XPathExpression14dumpTokenQueueERNS_11PrintWriterEi
0x005ae0b0:0x005ae153, _ZNK11xalanc_1_1015XPathExpression23dumpRemainingTokenQueueERNS_11PrintWriterE
0x005ae160:0x005ae1e9, _ZNK11xalanc_1_1015XPathExpression23dumpRemainingTokenQueueERSoRN11xercesc_2_713MemoryManagerE
0x005ae1f0:0x005ae23f, _ZN11xalanc_1_1015XPathExpression23pushArgumentOnOpCodeMapERKNS_6XTokenE
0x005ae240:0x005ae2a4, _ZN11xalanc_1_1015XPathExpression23pushArgumentOnOpCodeMapERKNS_14XalanDOMStringE
0x005ae2b0:0x005ae320, _ZN11xalanc_1_1015XPathExpression23pushArgumentOnOpCodeMapEdRKNS_14XalanDOMStringE
0x005ae320:0x005ae372, _ZN11xalanc_1_1015XPathExpression28pushNumberLiteralOnOpCodeMapEd
0x005ae380:0x005ae3b2, _ZN11xalanc_1_1015XPathExpression27pushCurrentTokenOnOpCodeMapEv
0x005ae3c0:0x005ae3f4, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEEC2ERN11xercesc_2_713MemoryManagerEm
0x005ae400:0x005ae42f, _ZN11xalanc_1_1011XalanVectorIiNS_31MemoryManagedConstructionTraitsIiEEE7reserveEm
0x005ae430:0x005ae45f, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE7reserveEm
0x005ae460:0x005ae4ad, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEED2Ev
0x005ae4b0:0x005ae4d3, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE5clearEv
0x005ae4e0:0x005ae4e4, _ZN11xalanc_1_1011XalanVectorIiNS_31MemoryManagedConstructionTraitsIiEEE16getMemoryManagerEv
0x005ae4f0:0x005ae505, _ZN11xalanc_1_1015getOpCodeLengthEi
0x005ae510:0x005ae515, _ZNK11xalanc_1_1015XPathExpression13opCodeMapSizeEv
0x005ae520:0x005ae52d, _ZN11xalanc_1_1011XalanVectorIiNS_31MemoryManagedConstructionTraitsIiEEEixEm
0x005ae530:0x005ae535, _ZN11xalanc_1_1015XPathExpression16getMemoryManagerEv
0x005ae540:0x005ae75f, _ZN11xalanc_1_1011XalanVectorIiNS_31MemoryManagedConstructionTraitsIiEEE6insertEPimRKi
0x005ae760:0x005ae774, _ZNK11xalanc_1_1015XPathExpression21getNextOpCodePositionEi
0x005ae780:0x005ae79f, _ZNK11xalanc_1_1015XPathExpression15opCodeMapLengthEv
0x005ae7a0:0x005ae7a9, _ZNK11xalanc_1_1015XPathExpression14tokenQueueSizeEv
0x005ae7b0:0x005ae7db, _ZN11xalanc_1_10lsERSoRNS_14XalanDOMStringE
0x005ae7e0:0x005ae7ed, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEEixEm
0x005ae7f0:0x005ae804, _ZN11xalanc_1_106XTokenaSERKS0_
0x005ae810:0x005ae839, _ZN11xalanc_1_1011XalanVectorIdNS_31MemoryManagedConstructionTraitsIdEEE9push_backERKd
0x005ae840:0x005ae846, _ZNK11xalanc_1_1019XalanXPathException7getTypeEv
0x005ae850:0x005ae85f, _ZNK11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE4sizeEv
0x005ae860:0x005ae861, _ZNK11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE10invariantsEv
0x005ae870:0x005ae884, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE8allocateEm
0x005ae890:0x005ae8b9, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE7destroyEPS1_S5_
0x005ae8c0:0x005ae8cf, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE5beginEv
0x005ae8d0:0x005ae8e2, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE3endEv
0x005ae8f0:0x005ae8fc, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE10deallocateEPS1_
0x005ae900:0x005ae905, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE7destroyERS1_
0x005ae910:0x005ae921, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE10endPointerEv
0x005ae930:0x005ae97d, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE9doReserveEm
0x005ae980:0x005aea5e, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEEC2ERKS4_RN11xercesc_2_713MemoryManagerEm
0x005aea60:0x005aeaa8, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE4swapERS4_
0x005aeab0:0x005aeabb, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE9local_maxEmm
0x005aeac0:0x005aed0f, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE6insertEPS1_PKS1_S7_
0x005aed10:0x005aed1f, _ZNK11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE5beginEv
0x005aed20:0x005aed32, _ZNK11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE3endEv
0x005aed40:0x005aed4b, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE14local_distanceEPKS1_S6_
0x005aed50:0x005aed7e, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE14ensureCapacityEm
0x005aed80:0x005aed8e, _ZN11xalanc_1_1028ConstructWithNoMemoryManagerINS_6XTokenEE9constructEPS1_RKS1_RN11xercesc_2_713MemoryManagerE
0x005aed90:0x005aed9f, _ZNK11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE8capacityEv
0x005aeda0:0x005aee95, _ZN11xalanc_1_1011XalanVectorINS_6XTokenENS_31MemoryManagedConstructionTraitsIS1_EEE10doPushBackERKS1_
0x005aeea0:0x005aeece, _ZSt4copyIPKN11xalanc_1_106XTokenEPS1_ET0_T_S6_S5_
0x005aeed0:0x005aeefe, _ZSt13copy_backwardIPN11xalanc_1_106XTokenES2_ET0_T_S4_S3_
0x005aef00:0x005aef29, _ZSt8distanceIPKN11xalanc_1_106XTokenEENSt15iterator_traitsIT_E15difference_typeES5_S5_
0x005aef30:0x005aef46, _ZSt10__distanceIPKN11xalanc_1_106XTokenEENSt15iterator_traitsIT_E15difference_typeES5_S5_St26random_access_iterator_tag
0x005aef50:0x005aef51, _ZSt19__iterator_categoryIPKN11xalanc_1_106XTokenEENSt15iterator_traitsIT_E17iterator_categoryERKS5_
0x005aef60:0x005aef99, _ZSt14__copy_move_a2ILb0EPKN11xalanc_1_106XTokenEPS1_ET1_T0_S6_S5_
0x005aefa0:0x005aefa5, _ZSt12__miter_baseIPKN11xalanc_1_106XTokenEENSt11_Miter_baseIT_E13iterator_typeES5_
0x005aefb0:0x005aefb5, _ZSt13__copy_move_aILb0EPKN11xalanc_1_106XTokenEPS1_ET1_T0_S6_S5_
0x005aefc0:0x005aefc5, _ZSt12__niter_baseIPKN11xalanc_1_106XTokenEENSt11_Niter_baseIT_E13iterator_typeES5_
0x005aefd0:0x005aefd5, _ZSt12__niter_baseIPN11xalanc_1_106XTokenEENSt11_Niter_baseIT_E13iterator_typeES4_
0x005aefe0:0x005af036, _ZNSt11__copy_moveILb0ELb0ESt26random_access_iterator_tagE8__copy_mIPKN11xalanc_1_106XTokenEPS4_EET0_T_S9_S8_
0x005af040:0x005af044, _ZNSt10_Iter_baseIPKN11xalanc_1_106XTokenELb0EE7_S_baseES3_
0x005af050:0x005af054, _ZNSt10_Iter_baseIPN11xalanc_1_106XTokenELb0EE7_S_baseES2_
